date,channel,campaign_type,impressions,clicks,ctr,conversions,conversion_rate,cost_per_click,spend,revenue,roas
2025-01-03,SEO_Organic,Lead_Gen,10031,488,0.0486,17,0.0348,1.794,875.47,3361.8,3.84
2025-01-03,SEO_Organic,Retargeting,9747,451,0.0463,25,0.0554,1.731,780.68,2974.39,3.81
2025-01-03,SEO_Organic,Product_Launch,10853,449,0.0414,12,0.0267,1.915,859.84,3404.97,3.96
2025-01-03,SEO_Organic,Seasonal_Promo,10096,468,0.0464,21,0.0449,1.714,802.15,2887.74,3.6
2025-01-03,SEO_Organic,Loyalty_Program,10257,457,0.0446,31,0.0678,1.892,864.64,3017.59,3.49
2025-01-03,Affiliate,Brand_Awareness,5431,146,0.0269,1,0.0068,1.81,264.26,972.48,3.68
2025-01-03,Affiliate,Lead_Gen,5457,154,0.0282,5,0.0325,1.672,257.49,988.76,3.84
2025-01-03,Affiliate,Retargeting,5232,152,0.0291,7,0.0461,1.908,290.02,1044.07,3.6
2025-01-03,Affiliate,Product_Launch,5201,154,0.0296,4,0.026,1.824,280.9,1112.36,3.96
2025-01-03,Affiliate,Seasonal_Promo,5298,149,0.0281,6,0.0403,1.807,269.24,1036.57,3.85
2025-01-03,Affiliate,Loyalty_Program,5287,148,0.028,10,0.0676,1.782,263.74,888.8,3.37
2025-01-03,TikTok_Ads,Brand_Awareness,24222,968,0.04,10,0.0103,1.644,1591.39,5999.54,3.77
2025-01-03,TikTok_Ads,Lead_Gen,23163,880,0.038,28,0.0318,1.919,1688.72,6518.46,3.86
2025-01-03,TikTok_Ads,Retargeting,22568,913,0.0405,54,0.0591,1.901,1735.61,6404.4,3.69
2025-01-03,TikTok_Ads,Product_Launch,23276,898,0.0386,22,0.0245,1.908,1713.38,6288.1,3.67
2025-01-03,TikTok_Ads,Seasonal_Promo,24365,885,0.0363,41,0.0463,1.731,1531.94,5760.09,3.76
2025-01-03,TikTok_Ads,Loyalty_Program,23644,861,0.0364,58,0.0674,1.944,1673.78,6192.99,3.7
2025-01-03,YouTube_Ads,Brand_Awareness,15656,358,0.0229,4,0.0112,1.85,662.3,2490.25,3.76
2025-01-03,YouTube_Ads,Lead_Gen,15721,343,0.0218,12,0.035,1.792,614.66,2077.55,3.38
2025-01-03,YouTube_Ads,Retargeting,16734,365,0.0218,18,0.0493,1.76,642.4,2473.24,3.85
2025-01-03,YouTube_Ads,Product_Launch,16435,385,0.0234,10,0.026,1.895,729.58,2735.93,3.75
2025-01-03,YouTube_Ads,Seasonal_Promo,16578,363,0.0219,16,0.0441,1.774,643.96,2401.97,3.73
2025-01-03,YouTube_Ads,Loyalty_Program,16187,365,0.0225,25,0.0685,1.784,651.16,2396.27,3.68
2025-01-03,LinkedIn_Ads,Brand_Awareness,7915,147,0.0186,1,0.0068,1.65,242.55,878.03,3.62
2025-01-03,LinkedIn_Ads,Lead_Gen,7767,139,0.0179,4,0.0288,1.762,244.92,918.45,3.75
2025-01-03,LinkedIn_Ads,Retargeting,8085,148,0.0183,7,0.0473,1.824,269.95,1052.8,3.9
2025-01-03,LinkedIn_Ads,Product_Launch,7684,145,0.0189,4,0.0276,1.909,276.81,1076.79,3.89
2025-01-03,LinkedIn_Ads,Seasonal_Promo,7867,152,0.0193,5,0.0329,1.847,280.74,1038.74,3.7
2025-01-03,LinkedIn_Ads,Loyalty_Program,7605,141,0.0185,10,0.0709,1.849,260.71,946.38,3.63
2025-01-04,Google_Ads,Brand_Awareness,13365,443,0.0331,4,0.009,1.731,766.83,2837.27,3.7
2025-01-04,Google_Ads,Lead_Gen,13851,428,0.0309,15,0.035,1.77,757.56,2719.64,3.59
2025-01-04,Google_Ads,Retargeting,13550,429,0.0317,24,0.0559,1.835,787.22,2952.08,3.75
2025-01-04,Google_Ads,Product_Launch,13429,438,0.0326,12,0.0274,1.663,728.39,2534.8,3.48
2025-01-04,Google_Ads,Seasonal_Promo,13689,445,0.0325,16,0.036,1.698,755.61,2871.32,3.8
2025-01-04,Google_Ads,Loyalty_Program,13681,455,0.0333,28,0.0615,1.833,834.01,3052.48,3.66
2025-01-04,Meta_Ads,Brand_Awareness,19294,478,0.0248,5,0.0105,1.984,948.35,3774.43,3.98
2025-01-04,Meta_Ads,Lead_Gen,19795,467,0.0236,17,0.0364,1.909,891.5,3378.78,3.79
2025-01-04,Meta_Ads,Retargeting,20012,495,0.0247,27,0.0545,1.906,943.47,3585.19,3.8
2025-01-04,Meta_Ads,Product_Launch,18626,486,0.0261,13,0.0267,1.728,839.81,3376.04,4.02
2025-01-04,Meta_Ads,Seasonal_Promo,20158,502,0.0249,20,0.0398,1.973,990.45,3763.71,3.8
2025-01-04,Meta_Ads,Loyalty_Program,19491,463,0.0238,31,0.067,1.865,863.5,3091.33,3.58
2025-01-04,Email,Brand_Awareness,6357,1144,0.18,15,0.0131,1.909,2183.9,8167.79,3.74
2025-01-04,Email,Lead_Gen,6408,1143,0.1784,39,0.0341,1.724,1970.53,7290.96,3.7
2025-01-04,Email,Retargeting,6246,1092,0.1748,64,0.0586,1.848,2018.02,7123.61,3.53
2025-01-04,Email,Product_Launch,6360,1186,0.1865,34,0.0287,1.942,2303.21,8637.04,3.75
2025-01-04,Email,Seasonal_Promo,6230,1105,0.1774,49,0.0443,1.891,2089.55,8086.56,3.87
2025-01-04,Email,Loyalty_Program,6553,1141,0.1741,69,0.0605,1.842,2101.72,8007.55,3.81
2025-01-04,SEO_Organic,Brand_Awareness,10292,458,0.0445,5,0.0109,1.803,825.77,3030.58,3.67
2025-01-04,SEO_Organic,Lead_Gen,10449,462,0.0442,16,0.0346,1.844,851.93,3101.03,3.64
2025-01-04,SEO_Organic,Retargeting,10210,492,0.0482,23,0.0467,1.631,802.45,2776.48,3.46
2025-01-04,SEO_Organic,Product_Launch,10385,467,0.045,12,0.0257,2.007,937.27,3196.09,3.41
2025-01-04,SEO_Organic,Seasonal_Promo,10482,487,0.0465,18,0.037,1.836,894.13,3281.46,3.67
2025-01-04,SEO_Organic,Loyalty_Program,10144,460,0.0453,32,0.0696,2.043,939.78,3448.99,3.67
2025-01-04,Affiliate,Brand_Awareness,5629,149,0.0265,2,0.0134,1.862,277.44,1048.72,3.78
2025-01-04,Affiliate,Lead_Gen,5432,167,0.0307,5,0.0299,1.765,294.75,1146.58,3.89
2025-01-04,Affiliate,Retargeting,5329,148,0.0278,8,0.0541,1.868,276.46,1033.96,3.74
2025-01-04,Affiliate,Product_Launch,5381,152,0.0282,4,0.0263,1.697,257.94,993.07,3.85
2025-01-04,Affiliate,Seasonal_Promo,5222,141,0.027,6,0.0426,1.876,264.52,978.72,3.7
2025-01-04,Affiliate,Loyalty_Program,5476,144,0.0263,9,0.0625,1.826,262.94,967.62,3.68
2025-01-04,TikTok_Ads,Brand_Awareness,23471,861,0.0367,11,0.0128,1.834,1579.07,5637.28,3.57
2025-01-04,TikTok_Ads,Lead_Gen,22228,886,0.0399,30,0.0339,1.855,1643.53,6228.98,3.79
2025-01-04,TikTok_Ads,Retargeting,23505,920,0.0391,45,0.0489,1.77,1628.4,5845.96,3.59
2025-01-04,TikTok_Ads,Product_Launch,23512,916,0.039,24,0.0262,1.652,1513.23,5296.31,3.5
2025-01-04,TikTok_Ads,Seasonal_Promo,22889,873,0.0381,36,0.0412,1.841,1607.19,5850.17,3.64
2025-01-04,TikTok_Ads,Loyalty_Program,24057,867,0.036,54,0.0623,1.874,1624.76,5751.65,3.54
2025-01-04,YouTube_Ads,Brand_Awareness,16430,359,0.0219,4,0.0111,2.032,729.49,2691.82,3.69
2025-01-04,YouTube_Ads,Lead_Gen,17133,360,0.021,11,0.0306,1.849,665.64,2376.33,3.57
2025-01-04,YouTube_Ads,Retargeting,16141,366,0.0227,20,0.0546,1.826,668.32,2586.4,3.87
2025-01-04,YouTube_Ads,Product_Launch,16742,374,0.0223,10,0.0267,1.99,744.26,2619.8,3.52
2025-01-04,YouTube_Ads,Seasonal_Promo,16144,346,0.0214,15,0.0434,1.769,612.07,2307.5,3.77
2025-01-04,YouTube_Ads,Loyalty_Program,17113,354,0.0207,23,0.065,1.805,638.97,2389.75,3.74
2025-01-04,LinkedIn_Ads,Brand_Awareness,7859,150,0.0191,1,0.0067,2.027,304.05,1146.27,3.77
2025-01-04,LinkedIn_Ads,Lead_Gen,8023,145,0.0181,5,0.0345,1.935,280.57,1091.42,3.89
2025-01-04,LinkedIn_Ads,Retargeting,7916,153,0.0193,8,0.0523,1.944,297.43,1130.23,3.8
2025-01-04,LinkedIn_Ads,Product_Launch,7798,151,0.0194,3,0.0199,1.965,296.72,988.08,3.33
2025-01-04,LinkedIn_Ads,Seasonal_Promo,7555,151,0.02,6,0.0397,1.74,262.74,956.37,3.64
2025-01-04,LinkedIn_Ads,Loyalty_Program,8085,146,0.0181,10,0.0685,1.882,274.77,1046.87,3.81
2025-01-05,Google_Ads,Brand_Awareness,13894,429,0.0309,4,0.0093,1.863,799.23,3045.07,3.81
2025-01-05,Google_Ads,Lead_Gen,12969,420,0.0324,14,0.0333,1.966,825.72,3079.94,3.73
2025-01-05,Google_Ads,Retargeting,13327,427,0.032,23,0.0539,1.911,816.0,2929.44,3.59
2025-01-05,Google_Ads,Product_Launch,13052,443,0.0339,11,0.0248,1.682,745.13,2853.85,3.83
2025-01-05,Google_Ads,Seasonal_Promo,13524,407,0.0301,18,0.0442,1.944,791.21,3030.33,3.83
2025-01-05,Google_Ads,Loyalty_Program,13589,410,0.0302,28,0.0683,1.84,754.4,2798.82,3.71
2025-01-05,Meta_Ads,Brand_Awareness,19683,506,0.0257,6,0.0119,1.915,968.99,3614.33,3.73
2025-01-05,Meta_Ads,Lead_Gen,19442,493,0.0254,17,0.0345,1.862,917.97,3525.0,3.84
2025-01-05,Meta_Ads,Retargeting,19410,473,0.0244,26,0.055,1.905,901.07,3388.02,3.76
2025-01-05,Meta_Ads,Product_Launch,19607,495,0.0252,13,0.0263,1.92,950.4,3649.54,3.84
2025-01-05,Meta_Ads,Seasonal_Promo,18800,504,0.0268,19,0.0377,1.691,852.26,3110.75,3.65
2025-01-05,Meta_Ads,Loyalty_Program,18907,481,0.0254,30,0.0624,1.827,878.79,3365.77,3.83
2025-01-05,Email,Brand_Awareness,6418,1159,0.1806,13,0.0112,1.882,2181.24,7568.9,3.47
2025-01-05,Email,Lead_Gen,6314,1059,0.1677,40,0.0378,1.825,1932.67,7440.78,3.85
2025-01-05,Email,Retargeting,6547,1147,0.1752,60,0.0523,1.857,2129.98,7859.63,3.69
2025-01-05,Email,Product_Launch,6379,1186,0.1859,31,0.0261,1.922,2279.49,8730.45,3.83
2025-01-05,Email,Seasonal_Promo,6213,1186,0.1909,50,0.0422,1.864,2210.7,7980.63,3.61
2025-01-05,Email,Loyalty_Program,6251,1126,0.1801,77,0.0684,1.782,2006.53,7705.08,3.84
2025-01-05,SEO_Organic,Brand_Awareness,10047,464,0.0462,5,0.0108,2.084,966.98,3452.12,3.57
2025-01-05,SEO_Organic,Lead_Gen,10724,470,0.0438,16,0.034,1.829,859.63,3309.58,3.85
2025-01-05,SEO_Organic,Retargeting,10289,492,0.0478,24,0.0488,1.941,954.97,3466.54,3.63
2025-01-05,SEO_Organic,Product_Launch,10364,450,0.0434,13,0.0289,2.029,913.05,3414.81,3.74
2025-01-05,SEO_Organic,Seasonal_Promo,10340,447,0.0432,19,0.0425,1.72,768.84,2806.27,3.65
2025-01-05,SEO_Organic,Loyalty_Program,10413,485,0.0466,34,0.0701,1.814,879.79,3431.18,3.9
2025-01-05,Affiliate,Brand_Awareness,5392,148,0.0274,1,0.0068,1.877,277.8,1050.08,3.78
2025-01-05,Affiliate,Lead_Gen,5325,143,0.0269,4,0.028,1.895,270.99,1010.79,3.73
2025-01-05,Affiliate,Retargeting,5295,150,0.0283,8,0.0533,1.882,282.3,1021.93,3.62
2025-01-05,Affiliate,Product_Launch,5550,158,0.0285,4,0.0253,1.976,312.21,1226.99,3.93
2025-01-05,Affiliate,Seasonal_Promo,5518,152,0.0275,6,0.0395,1.918,291.54,1061.21,3.64
2025-01-05,Affiliate,Loyalty_Program,5458,143,0.0262,9,0.0629,2.011,287.57,1092.77,3.8
2025-01-05,TikTok_Ads,Brand_Awareness,24153,883,0.0366,9,0.0102,1.805,1593.82,6104.33,3.83
2025-01-05,TikTok_Ads,Lead_Gen,23367,920,0.0394,30,0.0326,1.898,1746.16,6390.95,3.66
2025-01-05,TikTok_Ads,Retargeting,23628,893,0.0378,46,0.0515,1.861,1661.87,6165.54,3.71
2025-01-05,TikTok_Ads,Product_Launch,23205,931,0.0401,24,0.0258,1.869,1740.04,6003.14,3.45
2025-01-05,TikTok_Ads,Seasonal_Promo,22855,882,0.0386,35,0.0397,1.97,1737.54,6359.4,3.66
2025-01-05,TikTok_Ads,Loyalty_Program,24192,889,0.0367,57,0.0641,1.82,1617.98,6051.25,3.74
2025-01-05,YouTube_Ads,Brand_Awareness,16925,331,0.0196,3,0.0091,1.831,606.06,2290.91,3.78
2025-01-05,YouTube_Ads,Lead_Gen,16619,369,0.0222,12,0.0325,1.94,715.86,2756.06,3.85
2025-01-05,YouTube_Ads,Retargeting,16502,373,0.0226,20,0.0536,1.831,682.96,2615.74,3.83
2025-01-05,YouTube_Ads,Product_Launch,16344,358,0.0219,10,0.0279,1.621,580.32,2077.55,3.58
2025-01-05,YouTube_Ads,Seasonal_Promo,15812,352,0.0223,14,0.0398,1.681,591.71,2165.66,3.66
2025-01-05,YouTube_Ads,Loyalty_Program,16038,385,0.024,25,0.0649,1.788,688.38,2540.12,3.69
2025-01-05,LinkedIn_Ads,Brand_Awareness,7647,139,0.0182,1,0.0072,1.771,246.17,915.75,3.72
2025-01-05,LinkedIn_Ads,Lead_Gen,7614,147,0.0193,5,0.034,1.882,276.65,1059.57,3.83
2025-01-05,LinkedIn_Ads,Retargeting,7630,153,0.0201,7,0.0458,1.89,289.17,1087.28,3.76
2025-01-05,LinkedIn_Ads,Product_Launch,7611,148,0.0194,4,0.027,1.986,293.93,1113.99,3.79
2025-01-05,LinkedIn_Ads,Seasonal_Promo,8149,154,0.0189,6,0.039,1.918,295.37,1172.62,3.97
2025-01-05,LinkedIn_Ads,Loyalty_Program,8195,143,0.0174,9,0.0629,2.021,289.0,1046.18,3.62
2025-01-06,Google_Ads,Brand_Awareness,12987,420,0.0323,5,0.0119,1.863,782.46,2918.58,3.73
2025-01-06,Google_Ads,Lead_Gen,13185,414,0.0314,13,0.0314,2.095,867.33,3269.83,3.77
2025-01-06,Google_Ads,Retargeting,13684,421,0.0308,23,0.0546,1.786,751.91,2533.94,3.37
2025-01-06,Google_Ads,Product_Launch,12947,402,0.031,10,0.0249,1.704,685.01,2698.94,3.94
