date,store_id,region,product_category,units_sold,unit_price,discount_pct,gross_revenue,returns_pct,profit_margin,net_revenue
1/1/2025,Store_06,North,Electronics,44,200.12,0.15,7484.49,0.014,0.267,7379.71
1/1/2025,Store_06,North,Clothing,72,49.89,0.15,3053.27,0.002,0.261,3047.16
1/1/2025,Store_06,North,Groceries,196,12.57,0.02,2414.45,0.039,0.3,2320.29
1/1/2025,Store_06,North,Furniture,23,299.9,0.12,6069.98,0.021,0.264,5942.51
1/1/2025,Store_06,North,Sports,58,54.55,0.01,3132.26,0.066,0.279,2925.53
1/1/2025,Store_07,South,Electronics,43,199.82,0.03,8334.49,0.054,0.272,7884.43
1/1/2025,Store_07,South,Clothing,77,50.04,0.03,3737.49,0.073,0.263,3464.65
1/1/2025,Store_07,South,Groceries,198,12.34,0.09,2223.42,0.066,0.283,2076.67
1/1/2025,Store_07,South,Furniture,22,300.07,0.07,6139.43,0.041,0.274,5887.71
1/1/2025,Store_07,South,Sports,57,54.64,0.01,3083.34,0.035,0.264,2975.42
1/1/2025,Store_08,East,Electronics,43,200.15,0.22,6713.03,0.071,0.276,6236.4
1/1/2025,Store_08,East,Clothing,76,50.02,0.17,3155.26,0.03,0.28,3060.6
1/1/2025,Store_08,East,Groceries,212,12.5,0.23,2040.5,0.019,0.288,2001.73
1/1/2025,Store_08,East,Furniture,24,299.98,0.04,6911.54,0.048,0.26,6579.79
1/1/2025,Store_08,East,Sports,57,54.64,0.24,2367.0,0.04,0.274,2272.32
1/1/2025,Store_09,West,Electronics,44,200.12,0.03,8541.12,0.054,0.258,8079.9
1/1/2025,Store_09,West,Clothing,74,49.9,0.15,3138.71,0.016,0.271,3088.49
1/1/2025,Store_09,West,Groceries,208,12.29,0.03,2479.63,0.01,0.282,2454.83
1/1/2025,Store_09,West,Furniture,23,300.04,0.12,6072.81,0.053,0.29,5750.95
1/1/2025,Store_09,West,Sports,58,54.52,0.01,3130.54,0.044,0.277,2992.8
1/1/2025,Store_10,Central,Electronics,42,199.96,0.1,7558.49,0.077,0.29,6976.49
1/1/2025,Store_10,Central,Clothing,71,49.95,0.12,3120.88,0.063,0.276,2924.26
1/1/2025,Store_10,Central,Groceries,211,12.47,0.2,2104.94,0.019,0.274,2064.95
1/1/2025,Store_10,Central,Furniture,22,299.92,0.09,6004.4,0.034,0.274,5800.25
1/1/2025,Store_10,Central,Sports,55,54.25,0.06,2804.72,0.019,0.26,2751.43
1/2/2025,Store_01,North,Electronics,46,200.21,0.02,9025.47,0.048,0.28,8592.25
1/2/2025,Store_01,North,Clothing,77,49.94,0.04,3691.56,0.074,0.276,3418.38
1/2/2025,Store_01,North,Groceries,202,12.52,0.03,2453.17,0.002,0.272,2448.26
1/2/2025,Store_01,North,Furniture,23,299.89,0.15,5862.85,0.054,0.275,5546.26
1/2/2025,Store_01,North,Sports,59,54.45,0.22,2505.79,0.068,0.283,2335.4
1/2/2025,Store_02,North,Electronics,43,200.14,0.14,7401.18,0.033,0.269,7156.94
1/2/2025,Store_02,North,Clothing,70,50.08,0.01,3470.54,0.074,0.258,3213.72
1/2/2025,Store_02,North,Groceries,209,12.57,0.24,1996.62,0.064,0.275,1868.84
1/2/2025,Store_02,North,Furniture,23,299.99,0.03,6692.78,0.043,0.276,6404.99
1/2/2025,Store_02,North,Sports,61,54.29,0.1,2980.52,0.051,0.278,2828.51
1/2/2025,Store_03,South,Electronics,43,199.81,0.1,7732.65,0.019,0.258,7585.73
1/2/2025,Store_03,South,Clothing,75,49.98,0.09,3411.13,0.055,0.268,3223.52
1/2/2025,Store_03,South,Groceries,212,12.55,0.12,2341.33,0.026,0.28,2280.46
1/2/2025,Store_03,South,Furniture,24,300.11,0.2,5762.11,0.043,0.279,5514.34
1/2/2025,Store_03,South,Sports,57,54.65,0.05,2959.3,0.056,0.272,2793.58
1/2/2025,Store_04,East,Electronics,45,200.19,0.18,7387.01,0.007,0.256,7335.3
1/2/2025,Store_04,East,Clothing,73,49.87,0.2,2912.41,0.047,0.284,2775.53
1/2/2025,Store_04,East,Groceries,198,12.37,0.06,2302.3,0.047,0.27,2194.09
1/2/2025,Store_04,East,Furniture,23,300.29,0.14,5939.74,0.037,0.276,5719.97
1/2/2025,Store_04,East,Sports,58,54.52,0.12,2782.7,0.048,0.27,2649.13
1/2/2025,Store_05,West,Electronics,44,199.8,0.02,8615.38,0.053,0.284,8158.76
1/2/2025,Store_05,West,Clothing,72,50.12,0.08,3319.95,0.072,0.276,3080.91
1/2/2025,Store_05,West,Groceries,205,12.31,0.08,2321.67,0.013,0.281,2291.49
1/2/2025,Store_05,West,Furniture,24,299.91,0.1,6478.06,0.058,0.267,6102.33
1/2/2025,Store_05,West,Sports,57,54.48,0.12,2732.72,0.03,0.287,2650.74
1/2/2025,Store_06,North,Electronics,44,200.06,0.03,8538.56,0.068,0.274,7957.94
1/2/2025,Store_06,North,Clothing,68,50.2,0.17,2833.29,0.001,0.288,2830.46
1/2/2025,Store_06,North,Groceries,192,12.41,0.11,2120.62,0.035,0.275,2046.4
1/2/2025,Store_06,North,Furniture,24,300.03,0.03,6984.7,0.08,0.273,6425.92
1/2/2025,Store_06,North,Sports,58,54.66,0.03,3075.17,0.08,0.271,2829.16
1/2/2025,Store_07,South,Electronics,43,200.0,0.22,6708.0,0.002,0.265,6694.58
1/2/2025,Store_07,South,Clothing,73,50.05,0.05,3470.97,0.073,0.28,3217.59
1/2/2025,Store_07,South,Groceries,203,12.4,0.01,2492.03,0.048,0.262,2372.41
1/2/2025,Store_07,South,Furniture,22,299.75,0.01,6528.56,0.064,0.271,6110.73
1/2/2025,Store_07,South,Sports,58,54.7,0.21,2506.35,0.003,0.269,2498.83
1/2/2025,Store_08,East,Electronics,45,200.0,0.21,7110.0,0.012,0.258,7024.68
1/2/2025,Store_08,East,Clothing,71,49.97,0.18,2909.25,0.078,0.262,2682.33
1/2/2025,Store_08,East,Groceries,204,12.37,0.01,2498.25,0.071,0.252,2320.87
1/2/2025,Store_08,East,Furniture,24,299.94,0.05,6838.63,0.078,0.265,6305.22
1/2/2025,Store_08,East,Sports,59,54.56,0.14,2768.37,0.012,0.289,2735.15
1/2/2025,Store_09,West,Electronics,43,199.83,0.17,7131.93,0.052,0.29,6761.07
1/2/2025,Store_09,West,Clothing,75,49.97,0.1,3372.97,0.038,0.296,3244.8
1/2/2025,Store_09,West,Groceries,202,12.44,0.08,2311.85,0.034,0.28,2233.25
1/2/2025,Store_09,West,Furniture,23,300.11,0.1,6212.28,0.017,0.255,6106.67
1/2/2025,Store_09,West,Sports,56,54.54,0.1,2748.82,0.038,0.286,2644.36
1/2/2025,Store_10,Central,Electronics,42,199.98,0.18,6887.31,0.052,0.273,6529.17
1/2/2025,Store_10,Central,Clothing,75,49.95,0.14,3221.78,0.035,0.273,3109.02
1/2/2025,Store_10,Central,Groceries,221,12.57,0.18,2277.94,0.071,0.282,2116.21
1/2/2025,Store_10,Central,Furniture,23,299.96,0.2,5519.26,0.025,0.266,5381.28
1/2/2025,Store_10,Central,Sports,59,54.5,0.01,3183.34,0.022,0.276,3113.31
1/3/2025,Store_01,North,Electronics,43,200.01,0.19,6966.35,0.001,0.256,6959.38
1/3/2025,Store_01,North,Clothing,69,50.18,0.04,3323.92,0.048,0.257,3164.37
1/3/2025,Store_01,North,Groceries,184,12.48,0.25,1722.24,0.062,0.269,1615.46
1/3/2025,Store_01,North,Furniture,24,299.79,0.1,6475.46,0.051,0.272,6145.21
1/3/2025,Store_01,North,Sports,59,54.48,0.04,3085.75,0.013,0.289,3045.64
1/3/2025,Store_02,North,Electronics,45,199.84,0.21,7104.31,0.079,0.275,6543.07
1/3/2025,Store_02,North,Clothing,76,49.91,0.02,3717.3,0.06,0.278,3494.26
1/3/2025,Store_02,North,Groceries,214,12.49,0.05,2539.22,0.073,0.277,2353.86
1/3/2025,Store_02,North,Furniture,22,300.08,0.12,5809.55,0.047,0.25,5536.5
1/3/2025,Store_02,North,Sports,57,54.37,0.21,2448.28,0.051,0.274,2323.42
1/3/2025,Store_03,South,Electronics,43,199.98,0.01,8513.15,0.029,0.281,8266.27
1/3/2025,Store_03,South,Clothing,75,50.06,0.12,3303.96,0.061,0.293,3102.42
1/3/2025,Store_03,South,Groceries,202,12.46,0.15,2139.38,0.068,0.263,1993.9
1/3/2025,Store_03,South,Furniture,23,300.06,0.23,5314.06,0.05,0.27,5048.36
1/3/2025,Store_03,South,Sports,60,54.62,0.01,3244.43,0.074,0.28,3004.34
1/3/2025,Store_04,East,Electronics,43,199.96,0.0,8598.28,0.022,0.263,8409.12
1/3/2025,Store_04,East,Clothing,74,49.85,0.16,3098.68,0.038,0.275,2980.93
1/3/2025,Store_04,East,Groceries,205,12.23,0.24,1905.43,0.063,0.266,1785.39
1/3/2025,Store_04,East,Furniture,24,300.37,0.11,6415.9,0.044,0.275,6133.6
1/3/2025,Store_04,East,Sports,61,54.36,0.07,3083.84,0.059,0.259,2901.89
1/3/2025,Store_05,West,Electronics,41,199.91,0.12,7212.75,0.079,0.278,6642.94
1/3/2025,Store_05,West,Clothing,69,50.09,0.2,2764.97,0.007,0.267,2745.62
1/3/2025,Store_05,West,Groceries,199,12.44,0.21,1955.69,0.003,0.261,1949.82
1/3/2025,Store_05,West,Furniture,24,299.91,0.17,5974.21,0.057,0.279,5633.68
1/3/2025,Store_05,West,Sports,57,54.33,0.2,2477.45,0.004,0.268,2467.54
1/3/2025,Store_06,North,Electronics,45,199.93,0.0,8996.85,0.041,0.27,8627.98
1/3/2025,Store_06,North,Clothing,74,49.98,0.22,2884.85,0.054,0.265,2729.07
1/3/2025,Store_06,North,Groceries,187,12.7,0.21,1876.17,0.024,0.251,1831.14
1/3/2025,Store_06,North,Furniture,23,299.97,0.22,5381.46,0.015,0.279,5300.74
1/3/2025,Store_06,North,Sports,59,54.46,0.2,2570.51,0.08,0.28,2364.87
1/3/2025,Store_07,South,Electronics,43,199.91,0.14,7392.67,0.08,0.26,6801.26
1/3/2025,Store_07,South,Clothing,69,50.05,0.23,2659.16,0.04,0.273,2552.79
1/3/2025,Store_07,South,Groceries,216,12.3,0.05,2523.96,0.001,0.266,2521.44
1/3/2025,Store_07,South,Furniture,23,300.1,0.11,6143.05,0.077,0.274,5670.04
1/3/2025,Store_07,South,Sports,56,54.56,0.22,2383.18,0.019,0.261,2337.9
1/3/2025,Store_08,East,Electronics,44,199.94,0.19,7125.86,0.047,0.276,6790.94
1/3/2025,Store_08,East,Clothing,71,49.87,0.08,3257.51,0.012,0.299,3218.42
1/3/2025,Store_08,East,Groceries,204,12.52,0.2,2043.26,0.035,0.277,1971.75
1/3/2025,Store_08,East,Furniture,24,299.95,0.2,5759.04,0.072,0.267,5344.39
1/3/2025,Store_08,East,Sports,57,54.66,0.03,3022.15,0.052,0.271,2865.0
1/3/2025,Store_09,West,Electronics,44,199.95,0.01,8709.82,0.077,0.27,8039.16
1/3/2025,Store_09,West,Clothing,72,49.75,0.02,3510.36,0.036,0.272,3383.99
1/3/2025,Store_09,West,Groceries,209,12.4,0.03,2513.85,0.031,0.287,2435.92
1/3/2025,Store_09,West,Furniture,23,299.98,0.08,6347.58,0.032,0.283,6144.46
1/3/2025,Store_09,West,Sports,58,54.65,0.22,2472.37,0.0,0.273,2472.37
1/3/2025,Store_10,Central,Electronics,41,199.79,0.11,7290.34,0.062,0.261,6838.34
1/3/2025,Store_10,Central,Clothing,73,50.1,0.06,3437.86,0.038,0.263,3307.22
1/3/2025,Store_10,Central,Groceries,213,12.57,0.23,2061.61,0.004,0.264,2053.36
1/3/2025,Store_10,Central,Furniture,23,299.98,0.01,6830.54,0.011,0.277,6755.4
1/3/2025,Store_10,Central,Sports,58,54.47,0.01,3127.67,0.009,0.248,3099.52
1/4/2025,Store_01,North,Electronics,44,200.04,0.15,7481.5,0.068,0.277,6972.76
1/4/2025,Store_01,North,Clothing,75,50.22,0.04,3615.84,0.062,0.263,3391.66
1/4/2025,Store_01,North,Groceries,204,12.51,0.11,2271.32,0.048,0.292,2162.3
1/4/2025,Store_01,North,Furniture,24,299.86,0.08,6620.91,0.064,0.277,6197.17
1/4/2025,Store_01,North,Sports,60,54.51,0.08,3008.95,0.006,0.284,2990.9
1/4/2025,Store_02,North,Electronics,41,199.94,0.04,7869.64,0.058,0.293,7413.2
1/4/2025,Store_02,North,Clothing,77,50.09,0.22,3008.41,0.048,0.276,2864.01
1/4/2025,Store_02,North,Groceries,204,12.42,0.04,2432.33,0.041,0.26,2332.6
1/4/2025,Store_02,North,Furniture,23,300.01,0.25,5175.17,0.047,0.274,4931.94
1/4/2025,Store_02,North,Sports,59,54.54,0.13,2799.54,0.05,0.274,2659.56
1/4/2025,Store_03,South,Electronics,42,199.87,0.07,7806.92,0.053,0.256,7393.15
1/4/2025,Store_03,South,Clothing,73,50.12,0.06,3439.23,0.07,0.272,3198.48
1/4/2025,Store_03,South,Groceries,197,12.38,0.1,2194.97,0.054,0.288,2076.44
1/4/2025,Store_03,South,Furniture,24,300.06,0.25,5401.08,0.034,0.28,5217.44
1/4/2025,Store_03,South,Sports,58,54.49,0.13,2749.57,0.033,0.268,2658.83
1/4/2025,Store_04,East,Electronics,44,200.07,0.17,7306.56,0.012,0.26,7218.88
1/4/2025,Store_04,East,Clothing,72,50.13,0.21,2851.39,0.073,0.265,2643.24
1/4/2025,Store_04,East,Groceries,189,12.29,0.22,1811.79,0.03,0.275,1757.44
1/4/2025,Store_04,East,Furniture,24,299.91,0.2,5758.27,0.046,0.262,5493.39
1/4/2025,Store_04,East,Sports,57,54.4,0.2,2480.64,0.008,0.291,2460.79
1/4/2025,Store_05,West,Electronics,46,199.92,0.24,6989.2,0.03,0.293,6779.52
1/4/2025,Store_05,West,Clothing,73,50.05,0.08,3361.36,0.049,0.282,3196.65
1/4/2025,Store_05,West,Groceries,198,12.48,0.23,1902.7,0.037,0.286,1832.3
1/4/2025,Store_05,West,Furniture,23,300.04,0.03,6693.89,0.013,0.279,6606.87
1/4/2025,Store_05,West,Sports,55,54.52,0.06,2818.68,0.008,0.273,2796.13
1/4/2025,Store_06,North,Electronics,43,199.91,0.05,8166.32,0.015,0.272,8043.83
1/4/2025,Store_06,North,Clothing,72,50.03,0.01,3566.14,0.039,0.283,3427.06
1/4/2025,Store_06,North,Groceries,203,12.35,0.03,2431.84,0.02,0.268,2383.2
1/4/2025,Store_06,North,Furniture,23,300.0,0.23,5313.0,0.079,0.261,4893.27
1/4/2025,Store_06,North,Sports,56,54.5,0.03,2960.44,0.024,0.273,2889.39
1/4/2025,Store_07,South,Electronics,40,199.76,0.15,6791.84,0.043,0.268,6499.79
1/4/2025,Store_07,South,Clothing,73,50.0,0.21,2883.5,0.047,0.266,2747.98
1/4/2025,Store_07,South,Groceries,208,12.26,0.1,2295.07,0.061,0.273,2155.07
1/4/2025,Store_07,South,Furniture,24,299.92,0.03,6982.14,0.072,0.261,6479.43
1/4/2025,Store_07,South,Sports,58,54.48,0.04,3033.45,0.033,0.283,2933.35
1/4/2025,Store_08,East,Electronics,42,200.09,0.21,6638.99,0.07,0.263,6174.26
1/4/2025,Store_08,East,Clothing,74,50.14,0.06,3487.74,0.013,0.267,3442.4
1/4/2025,Store_08,East,Groceries,202,12.42,0.13,2182.69,0.039,0.269,2097.57
1/4/2025,Store_08,East,Furniture,23,299.98,0.03,6692.55,0.01,0.276,6625.62
1/4/2025,Store_08,East,Sports,60,54.74,0.04,3153.02,0.044,0.264,3014.29
1/4/2025,Store_09,West,Electronics,43,200.07,0.03,8344.92,0.073,0.287,7735.74
1/4/2025,Store_09,West,Clothing,75,50.11,0.1,3382.43,0.043,0.278,3236.99
1/4/2025,Store_09,West,Groceries,182,12.46,0.19,1836.85,0.038,0.281,1767.05
1/4/2025,Store_09,West,Furniture,24,299.96,0.01,7127.05,0.027,0.272,6934.62
1/4/2025,Store_09,West,Sports,62,54.59,0.2,2707.66,0.017,0.276,2661.63
1/4/2025,Store_10,Central,Electronics,42,199.94,0.0,8397.48,0.079,0.268,7734.08
1/4/2025,Store_10,Central,Clothing,71,50.08,0.03,3449.01,0.012,0.271,3407.62
1/4/2025,Store_10,Central,Groceries,205,12.61,0.08,2378.25,0.058,0.287,2240.31
1/4/2025,Store_10,Central,Furniture,23,299.83,0.12,6068.56,0.076,0.259,5607.35
1/4/2025,Store_10,Central,Sports,59,54.47,0.21,2538.85,0.003,0.257,2531.23
1/5/2025,Store_01,North,Electronics,44,199.88,0.16,7387.56,0.024,0.291,7210.26
1/5/2025,Store_01,North,Clothing,77,50.17,0.1,3476.78,0.045,0.279,3320.32
1/5/2025,Store_01,North,Groceries,205,12.55,0.1,2315.47,0.052,0.267,2195.07
1/5/2025,Store_01,North,Furniture,23,300.01,0.03,6693.22,0.007,0.28,6646.37
1/5/2025,Store_01,North,Sports,57,54.52,0.0,3107.64,0.026,0.295,3026.84
1/5/2025,Store_02,North,Electronics,43,199.77,0.06,8074.7,0.053,0.277,7646.74
1/5/2025,Store_02,North,Clothing,72,49.92,0.07,3342.64,0.054,0.279,3162.14
1/5/2025,Store_02,North,Groceries,206,12.59,0.18,2126.7,0.076,0.251,1965.07
1/5/2025,Store_02,North,Furniture,23,300.02,0.08,6348.42,0.078,0.276,5853.24
1/5/2025,Store_02,North,Sports,57,54.59,0.1,2800.47,0.07,0.285,2604.44
1/5/2025,Store_03,South,Electronics,42,200.08,0.21,6638.65,0.026,0.283,6466.05
1/5/2025,Store_03,South,Clothing,75,50.03,0.08,3452.07,0.02,0.266,3383.03
1/5/2025,Store_03,South,Groceries,207,12.39,0.24,1949.19,0.06,0.273,1832.24
1/5/2025,Store_03,South,Furniture,23,300.31,0.11,6147.35,0.019,0.279,6030.55
1/5/2025,Store_03,South,Sports,59,54.56,0.15,2736.18,0.033,0.289,2645.89
1/5/2025,Store_04,East,Electronics,43,200.23,0.04,8265.49,0.001,0.261,8257.22
1/5/2025,Store_04,East,Clothing,74,50.13,0.03,3598.33,0.062,0.266,3375.23
1/5/2025,Store_04,East,Groceries,201,12.31,0.05,2350.59,0.012,0.289,2322.38
1/5/2025,Store_04,East,Furniture,25,300.12,0.25,5627.25,0.006,0.271,5593.49
1/5/2025,Store_04,East,Sports,59,54.48,0.22,2507.17,0.053,0.262,2374.29
1/5/2025,Store_05,West,Electronics,41,200.02,0.11,7298.73,0.044,0.275,6977.59
1/5/2025,Store_05,West,Clothing,75,50.06,0.25,2815.88,0.08,0.273,2590.61
1/5/2025,Store_05,West,Groceries,213,12.43,0.24,2012.17,0.025,0.289,1961.87
1/5/2025,Store_05,West,Furniture,24,300.08,0.17,5977.59,0.028,0.282,5810.22
1/5/2025,Store_05,West,Sports,56,54.38,0.1,2740.75,0.026,0.289,2669.49
1/5/2025,Store_06,North,Electronics,43,199.86,0.22,6703.3,0.012,0.277,6622.86
1/5/2025,Store_06,North,Clothing,76,49.99,0.13,3305.34,0.005,0.28,3288.81
1/5/2025,Store_06,North,Groceries,203,12.46,0.19,2048.8,0.003,0.268,2042.65
1/5/2025,Store_06,North,Furniture,24,299.99,0.04,6911.77,0.069,0.263,6434.86
1/5/2025,Store_06,North,Sports,58,54.54,0.02,3100.05,0.032,0.291,3000.85
1/5/2025,Store_07,South,Electronics,43,199.93,0.13,7479.38,0.06,0.29,7030.62
1/5/2025,Store_07,South,Clothing,68,49.83,0.05,3219.02,0.06,0.282,3025.88
1/5/2025,Store_07,South,Groceries,208,12.38,0.04,2472.04,0.066,0.277,2308.89
1/5/2025,Store_07,South,Furniture,24,300.0,0.16,6048.0,0.036,0.275,5830.27
1/5/2025,Store_07,South,Sports,58,54.74,0.22,2476.44,0.015,0.265,2439.29
1/5/2025,Store_08,East,Electronics,43,199.96,0.18,7050.59,0.045,0.264,6733.31
1/5/2025,Store_08,East,Clothing,79,50.18,0.01,3924.58,0.004,0.264,3908.88
1/5/2025,Store_08,East,Groceries,189,12.47,0.1,2121.15,0.061,0.255,1991.76
1/5/2025,Store_08,East,Furniture,23,300.02,0.07,6417.43,0.042,0.258,6147.9
1/5/2025,Store_08,East,Sports,60,54.5,0.02,3204.6,0.0,0.261,3204.6
1/5/2025,Store_09,West,Electronics,43,200.01,0.04,8256.41,0.071,0.294,7670.2
1/5/2025,Store_09,West,Clothing,76,49.96,0.01,3758.99,0.017,0.295,3695.09
1/5/2025,Store_09,West,Groceries,194,12.33,0.05,2272.42,0.008,0.264,2254.24
1/5/2025,Store_09,West,Furniture,23,300.12,0.03,6695.68,0.069,0.27,6233.68
1/5/2025,Store_09,West,Sports,57,54.5,0.09,2826.91,0.021,0.284,2767.54
1/5/2025,Store_10,Central,Electronics,42,199.93,0.23,6465.74,0.008,0.257,6414.01
1/5/2025,Store_10,Central,Clothing,69,49.76,0.03,3330.44,0.068,0.272,3103.97
1/5/2025,Store_10,Central,Groceries,212,12.59,0.25,2001.81,0.004,0.281,1993.8
1/5/2025,Store_10,Central,Furniture,24,299.91,0.14,6190.14,0.064,0.269,5793.97
1/5/2025,Store_10,Central,Sports,56,54.28,0.12,2674.92,0.078,0.272,2466.28
1/6/2025,Store_01,North,Electronics,44,199.84,0.03,8529.17,0.026,0.282,8307.41
1/6/2025,Store_01,North,Clothing,76,50.17,0.15,3240.98,0.029,0.266,3146.99
1/6/2025,Store_01,North,Groceries,211,12.55,0.23,2039.0,0.075,0.272,1886.08
1/6/2025,Store_01,North,Furniture,22,300.05,0.14,5676.95,0.037,0.276,5466.9
1/6/2025,Store_01,North,Sports,57,54.39,0.09,2821.21,0.03,0.298,2736.57
1/6/2025,Store_02,North,Electronics,43,200.03,0.1,7741.16,0.017,0.272,7609.56
1/6/2025,Store_02,North,Clothing,73,49.94,0.21,2880.04,0.074,0.282,2666.92
1/6/2025,Store_02,North,Groceries,207,12.68,0.24,1994.82,0.031,0.277,1932.98
1/6/2025,Store_02,North,Furniture,23,300.02,0.01,6831.46,0.054,0.278,6462.56
1/6/2025,Store_02,North,Sports,58,54.66,0.21,2504.52,0.04,0.284,2404.34
1/6/2025,Store_03,South,Electronics,43,200.02,0.08,7912.79,0.07,0.294,7358.89
1/6/2025,Store_03,South,Clothing,75,50.03,0.04,3602.16,0.062,0.25,3378.83
1/6/2025,Store_03,South,Groceries,205,12.57,0.24,1958.41,0.068,0.264,1825.24
1/6/2025,Store_03,South,Furniture,23,300.07,0.09,6280.47,0.008,0.284,6230.23
1/6/2025,Store_03,South,Sports,60,54.52,0.25,2453.4,0.049,0.287,2333.18
1/6/2025,Store_04,East,Electronics,39,200.08,0.03,7569.03,0.064,0.265,7084.61
1/6/2025,Store_04,East,Clothing,74,50.05,0.22,2888.89,0.002,0.281,2883.11
1/6/2025,Store_04,East,Groceries,193,12.6,0.04,2334.53,0.053,0.276,2210.8
1/6/2025,Store_04,East,Furniture,22,300.2,0.12,5811.87,0.042,0.257,5567.77
1/6/2025,Store_04,East,Sports,58,54.55,0.09,2879.15,0.008,0.285,2856.12
1/6/2025,Store_05,West,Electronics,43,200.0,0.24,6536.0,0.006,0.282,6496.78
1/6/2025,Store_05,West,Clothing,79,50.02,0.11,3516.91,0.034,0.278,3397.34
1/6/2025,Store_05,West,Groceries,199,12.29,0.24,1858.74,0.003,0.27,1853.16
1/6/2025,Store_05,West,Furniture,24,300.0,0.01,7128.0,0.075,0.262,6593.4
1/6/2025,Store_05,West,Sports,59,54.65,0.04,3095.38,0.043,0.269,2962.28
1/6/2025,Store_06,North,Electronics,43,199.95,0.11,7652.09,0.005,0.258,7613.83
1/6/2025,Store_06,North,Clothing,75,49.99,0.07,3486.8,0.077,0.289,3218.32
1/6/2025,Store_06,North,Groceries,212,12.63,0.21,2115.27,0.078,0.275,1950.28
1/6/2025,Store_06,North,Furniture,22,300.0,0.2,5280.0,0.044,0.274,5047.68
1/6/2025,Store_06,North,Sports,59,54.76,0.18,2649.29,0.039,0.274,2545.97
1/6/2025,Store_07,South,Electronics,43,199.75,0.1,7730.32,0.007,0.262,7676.21
1/6/2025,Store_07,South,Clothing,74,49.94,0.23,2845.58,0.049,0.269,2706.15
1/6/2025,Store_07,South,Groceries,207,12.23,0.24,1924.02,0.017,0.273,1891.31
1/6/2025,Store_07,South,Furniture,24,299.84,0.06,6764.39,0.004,0.272,6737.33
1/6/2025,Store_07,South,Sports,57,54.53,0.14,2673.06,0.073,0.284,2477.93
1/6/2025,Store_08,East,Electronics,43,200.04,0.2,6881.38,0.049,0.257,6544.19
1/6/2025,Store_08,East,Clothing,76,50.14,0.02,3734.43,0.018,0.285,3667.21
1/6/2025,Store_08,East,Groceries,208,12.48,0.19,2102.63,0.043,0.275,2012.22
1/6/2025,Store_08,East,Furniture,24,300.02,0.17,5976.4,0.035,0.281,5767.23
1/6/2025,Store_08,East,Sports,59,54.65,0.23,2482.75,0.015,0.267,2445.51
1/6/2025,Store_09,West,Electronics,41,200.0,0.13,7134.0,0.035,0.249,6884.31
1/6/2025,Store_09,West,Clothing,71,50.1,0.11,3165.82,0.005,0.26,3149.99
1/6/2025,Store_09,West,Groceries,212,12.41,0.01,2604.61,0.079,0.292,2398.85
1/6/2025,Store_09,West,Furniture,23,300.01,0.02,6762.23,0.066,0.275,6315.92
1/6/2025,Store_09,West,Sports,57,54.73,0.16,2620.47,0.068,0.276,2442.28
1/6/2025,Store_10,Central,Electronics,46,199.98,0.17,7635.24,0.077,0.262,7047.33
